csv_file,session_label,fall_ts_ms,split,source,notes
csib_ESP32_Human_U09_Nonfall_E22_ESP32_22000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_23000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_24000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_25000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_26000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_27000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_28000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_29000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_30000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_31000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U09_Nonfall_E22_ESP32_32000.csv,NORMAL,,train,public,csibench;ESP32;U09;E22;Hard
csib_ESP32_Human_U11_Fall_E22_ESP32_100000.csv,FALL,1700920001000;1700920002500;1700920004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_101000.csv,FALL,1700930001000;1700930002500;1700930004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_102000.csv,FALL,1700940001000;1700940002500;1700940004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_103000.csv,FALL,1700950001000;1700950002500;1700950004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_104000.csv,FALL,1700960001000;1700960002500;1700960004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_60000.csv,FALL,1700970001000;1700970002500;1700970004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_61000.csv,FALL,1700980001000;1700980002500;1700980004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_62000.csv,FALL,1700990001000;1700990002500;1700990004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_63000.csv,FALL,1701000001000;1701000002500;1701000004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_64000.csv,FALL,1701010001000;1701010002500;1701010004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_65000.csv,FALL,1701020001000;1701020002500;1701020004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_66000.csv,FALL,1701030001000;1701030002500;1701030004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_67000.csv,FALL,1701040001000;1701040002500;1701040004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_68000.csv,FALL,1701050001000;1701050002500;1701050004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_69000.csv,FALL,1701060001000;1701060002500;1701060004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_70000.csv,FALL,1701070001000;1701070002500;1701070004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_71000.csv,FALL,1701080001000;1701080002500;1701080004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_72000.csv,FALL,1701090001000;1701090002500;1701090004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_73000.csv,FALL,1701100001000;1701100002500;1701100004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_74000.csv,FALL,1701110001000;1701110002500;1701110004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_75000.csv,FALL,1701120001000;1701120002500;1701120004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_76000.csv,FALL,1701130001000;1701130002500;1701130004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_77000.csv,FALL,1701140001000;1701140002500;1701140004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_78000.csv,FALL,1701150001000;1701150002500;1701150004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_79000.csv,FALL,1701160001000;1701160002500;1701160004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_80000.csv,FALL,1701170001000;1701170002500;1701170004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_81000.csv,FALL,1701180001000;1701180002500;1701180004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_82000.csv,FALL,1701190001000;1701190002500;1701190004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_83000.csv,FALL,1701200001000;1701200002500;1701200004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_84000.csv,FALL,1701210001000;1701210002500;1701210004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_85000.csv,FALL,1701220001000;1701220002500;1701220004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_86000.csv,FALL,1701230001000;1701230002500;1701230004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_87000.csv,FALL,1701240001000;1701240002500;1701240004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_88000.csv,FALL,1701250001000;1701250002500;1701250004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_89000.csv,FALL,1701260001000;1701260002500;1701260004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_90000.csv,FALL,1701270001000;1701270002500;1701270004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_91000.csv,FALL,1701280001000;1701280002500;1701280004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_92000.csv,FALL,1701290001000;1701290002500;1701290004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_93000.csv,FALL,1701300001000;1701300002500;1701300004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_94000.csv,FALL,1701310001000;1701310002500;1701310004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_95000.csv,FALL,1701320001000;1701320002500;1701320004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_96000.csv,FALL,1701330001000;1701330002500;1701330004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_97000.csv,FALL,1701340001000;1701340002500;1701340004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_98000.csv,FALL,1701350001000;1701350002500;1701350004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Fall_E22_ESP32_99000.csv,FALL,1701360001000;1701360002500;1701360004000,train,public,csibench;ESP32;U11;E22;Hard;seg_cover(3)
csib_ESP32_Human_U11_Nonfall_E22_ESP32_33000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_34000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_35000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_36000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_37000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_38000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_39000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_40000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_41000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_42000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_43000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_44000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_45000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_46000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_47000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_48000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_49000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_50000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_51000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_52000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_53000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_54000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_55000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_56000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_57000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_58000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_59000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U11_Nonfall_E22_ESP32_60000.csv,NORMAL,,train,public,csibench;ESP32;U11;E22;Hard
csib_ESP32_Human_U12_Fall_E22_ESP32_105000.csv,FALL,1701650001000;1701650002500;1701650004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_106000.csv,FALL,1701660001000;1701660002500;1701660004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_107000.csv,FALL,1701670001000;1701670002500;1701670004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_108000.csv,FALL,1701680001000;1701680002500;1701680004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_109000.csv,FALL,1701690001000;1701690002500;1701690004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_110000.csv,FALL,1701700001000;1701700002500;1701700004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_111000.csv,FALL,1701710001000;1701710002500;1701710004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_112000.csv,FALL,1701720001000;1701720002500;1701720004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_113000.csv,FALL,1701730001000;1701730002500;1701730004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_114000.csv,FALL,1701740001000;1701740002500;1701740004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_115000.csv,FALL,1701750001000;1701750002500;1701750004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_116000.csv,FALL,1701760001000;1701760002500;1701760004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
csib_ESP32_Human_U12_Fall_E22_ESP32_117000.csv,FALL,1701770001000;1701770002500;1701770004000,train,public,csibench;ESP32;U12;E22;Hard;seg_cover(3)
